id;session;query;annotation;query_state
2187;trec-2013-23;dulles airport location;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";SC
2188;trec-2013-23;dulles hotels;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""] [\""http://dbpedia.org/resource/Hotel\""]]""";WS
2189;trec-2013-23;dulles metro stop;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""]]""";WS
2190;trec-2013-24;where is dulles airport?;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""]]""";IS
2191;trec-2013-24;dulles airport virginia;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""] [\""http://dbpedia.org/resource/Virginia\""]]""";WS
2192;trec-2013-24;dulles airport virginia transport to other cities;"[[\http://dbpedia.org/resource/Washington_Dulles_International_Airport\""] [\""http://dbpedia.org/resource/Virginia\""] [\""http://dbpedia.org/resource/Transport\""]]""";SC
2193;trec-2013-25;Boston pops  and (salary OR manager OR conductor OR hall);"[[\http://dbpedia.org/resource/Boston_Pops_Orchestra\""] [\""http://dbpedia.org/resource/Salary\""]]""";IS
2194;trec-2013-25;Boston pops;"[[\http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";GE
2195;trec-2013-26;Boston Pops;"[[\http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";IS
2196;trec-2013-26;Define: Boston Pops;"[[\http://dbpedia.org/resource/Definition\""] [\""http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";SC
2197;trec-2013-26;Conductor of the boston pops orchestra;"[[\http://dbpedia.org/resource/Conducting\""] [\""http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";WS
2198;trec-2013-26;Conductor 2012 of the boston pops orchestra;"[[\http://dbpedia.org/resource/Conducting\""] [\""http://dbpedia.org/resource/2012\""] [\""http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";SC
2199;trec-2013-26;Information regarding the Boston Pops Conductor;"[[\http://dbpedia.org/resource/Information\""] [\""http://dbpedia.org/resource/Boston_Pops_Orchestra\""] [\""http://dbpedia.org/resource/Conducting\""]]""";WS
2200;trec-2013-26;Information regarding the Boston Pops Manager;"[[\http://dbpedia.org/resource/Information\""] [\""http://dbpedia.org/resource/Boston_Pops_Orchestra\""]]""";WS
2201;trec-2013-27;jeopardy;"[[\http://dbpedia.org/resource/Jeopardy!\""]]""";IS
2202;trec-2013-27;jeopardy gameplay;"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Gameplay\""]]""";SC
2203;trec-2013-27;jeopardy video;"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Video\""]]""";WS
2204;trec-2013-28;"\jeopardy game show\""""";"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Game_show\""]]""";IS
2205;trec-2013-28;"\jeopardy game show\"" history""";"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Game_show\""] [\""http://dbpedia.org/resource/History\""]]""";SC
2206;trec-2013-29;jeopardy (game show);"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Game_show\""]]""";GE
2207;trec-2013-29;jeopardy (game show) wikipedia;"[[\http://dbpedia.org/resource/Jeopardy!\""] [\""http://dbpedia.org/resource/Game_show\""] [\""http://dbpedia.org/resource/Wikipedia\""]]""";SC
2208;trec-2013-29;wikipedia jeopardy;"[[\http://dbpedia.org/resource/Wikipedia\""] [\""http://dbpedia.org/resource/Jeopardy!\""]]""";GE
2209;trec-2013-30;churchill downs;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";IS
2210;trec-2013-30;churchill downs 2013;"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/2013\""]]""";SC
2211;trec-2013-31;churchill downs racing information;"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/Horse_racing\""] [\""http://dbpedia.org/resource/Information\""]]""";IS
2212;trec-2013-31;churchill downs horse racing park;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";WS
2213;trec-2013-31;"\churchill downs\"" horse racing park""";"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";RP
2214;trec-2013-31;"\churchill downs\"" horse racing schedule""";"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/Horse_racing\""]]""";WS
2215;trec-2013-31;kentucky derby museum;"[[\http://dbpedia.org/resource/Kentucky_Derby_Museum\""]]""";RE
2216;trec-2013-31;churchilldowns.com;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";RE
2217;trec-2013-31;churchilldowns;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";RE
2218;trec-2013-31;churchilldowns seating chart;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";SC
2219;trec-2013-31;"\churchill downs\"" racing seating chart""";"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";RE
2220;trec-2013-32;Churchill downs schedule;"[[\http://dbpedia.org/resource/Churchill_Downs\""]]""";WS
2221;trec-2013-32;Churchill downs race schedule 2013;"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/2013\""]]""";SC
2222;trec-2013-32;Churchill downs seating;"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/Seating_assignment\""]]""";WS
2223;trec-2013-32;Churchill downs Kentucky derby museum;"[[\http://dbpedia.org/resource/Churchill_Downs\""] [\""http://dbpedia.org/resource/Kentucky_Derby_Museum\""]]""";WS
2224;trec-2013-33;general schedule pay tables;"[[\http://dbpedia.org/resource/General_Schedule_(US_civil_service_pay_scale)\""]]""";IS
2225;trec-2013-33;general schedule pay tables 2013;"[[\http://dbpedia.org/resource/General_Schedule_(US_civil_service_pay_scale)\""] [\""http://dbpedia.org/resource/2013\""]]""";SC
2226;trec-2013-33;general schedule pay tables federal wage system;"[[\http://dbpedia.org/resource/General_Schedule_(US_civil_service_pay_scale)\""] [\""http://dbpedia.org/resource/Federal_Wage_System\""]]""";WS
2227;trec-2013-33;"general schedule pay tables \federal goverment\""""";"[[\http://dbpedia.org/resource/General_Schedule_(US_civil_service_pay_scale)\""] [\""http://dbpedia.org/resource/Federation\""]]""";WS
2228;trec-2013-34;internet phone services;"[[\http://dbpedia.org/resource/Voice_over_IP\""]]""";IS
2229;trec-2013-34;internet phone services review;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Review\""]]""";SC
2230;trec-2013-34;guide internet phone services;"[[\http://dbpedia.org/resource/Guide_to_information_sources\""] [\""http://dbpedia.org/resource/Voice_over_IP\""]]""";WS
2231;trec-2013-34;voip providers;"[[\http://dbpedia.org/resource/Voice_over_IP\""]]""";RE
2232;trec-2013-35;regular phones vs internet phones voip experiences cheapest;"[[\http://dbpedia.org/resource/VS\]  [\""http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Experience\""]]""";IS
2233;trec-2013-35;internet phones voip experiences cheapest;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Experience\""]]""";GE
2234;trec-2013-35;internet phones voip reviews;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Review\""]]""";WS
2235;trec-2013-36;VOIP;"[[\http://dbpedia.org/resource/Voice_over_IP\""]]""";IS
2236;trec-2013-36;VOIP lietuva;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";SC
2237;trec-2013-36;VOIP paslaugos lietuva;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";SC
2238;trec-2013-36;ip telefonijos paslaugos;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";WS
2239;trec-2013-36;ip telefonija;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";GE
2240;trec-2013-36;ip telefonija kaunas;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";SC
2241;trec-2013-36;ip telefonas;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";WS
2242;trec-2013-36;ip balso telefonija;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";WS
2243;trec-2013-36;voip telefonas;"[[\http://dbpedia.org/resource/Voice_over_IP\""] [\""http://dbpedia.org/resource/Lithuania\""]]""";WS
2244;trec-2013-37;"\State university of new york\"" bioinformatics""";"[[\http://dbpedia.org/resource/State_University_of_New_York\""] [\""http://dbpedia.org/resource/Bioinformatics\""]]""";IS
2245;trec-2013-37;"\State university of new york\""""";"[[\http://dbpedia.org/resource/State_University_of_New_York\""]]""";GE
2246;trec-2013-38;SUNY colleges;"[[\http://dbpedia.org/resource/State_University_of_New_York\""]]""";IS
2247;trec-2013-38;SUNY albany hospital location;"[[\http://dbpedia.org/resource/University_at_Albany_SUNY\""] [\""http://dbpedia.org/resource/Hospital\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";WS
2248;trec-2013-38;"\SUNY albany hospital\"" location""";"[[\http://dbpedia.org/resource/University_at_Albany_SUNY\""] [\""http://dbpedia.org/resource/Hospital\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";RP
2249;trec-2013-38;albany university hospital location;"[[\http://dbpedia.org/resource/University_at_Albany_SUNY\""] [\""http://dbpedia.org/resource/Hospital\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";WS
2250;trec-2013-38;SUNY plattsburgh athletics;"[[\http://dbpedia.org/resource/State_University_of_New_York_at_Plattsburgh\""]]""";RE
2251;trec-2013-39;suny colleges names;"[[\http://dbpedia.org/resource/State_University_of_New_York\""] [\""http://dbpedia.org/resource/Names\""]]""";IS
2252;trec-2013-39;number of suny colleges;"[[\http://dbpedia.org/resource/State_University_of_New_York\""]]""";WS
2253;trec-2013-39;suny college bioinformatics degree;"[[\http://dbpedia.org/resource/State_University_of_New_York\""] [\""http://dbpedia.org/resource/DNA\""] [\""http://dbpedia.org/resource/Academic_degree\""]]""";WS
2254;trec-2013-39;map suny albany hospital;"[[\http://dbpedia.org/resource/Map\""] [\""http://dbpedia.org/resource/University_at_Albany_SUNY\""] [\""http://dbpedia.org/resource/Hospital\""]]""";WS
2255;trec-2013-39;"map \albany hospital\"" ny""";"[[\http://dbpedia.org/resource/Map\""] [\""http://dbpedia.org/resource/Albany_Medical_Center_Hospital\""] [\""http://dbpedia.org/resource/New_York\""]]""";SC
2256;trec-2013-40;gun control opinions;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Opinion\""]]""";IS
2257;trec-2013-40;gun control us government;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Gun_politics_in_the_United_States\""] [\""http://dbpedia.org/resource/Government\""]]""";WS
2258;trec-2013-40;gun control current affairs;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Current_affairs_(news_format)\""]]""";WS
2259;trec-2013-40;gun violence us;"[[\http://dbpedia.org/resource/Gun_violence_in_the_United_States\""] [\""http://dbpedia.org/resource/Gun_politics_in_the_United_States\""]]""";WS
2260;trec-2013-40;law center to prevent gun violence;"[[\http://dbpedia.org/resource/Legal_Community_Against_Violence\""]]""";WS
2261;trec-2013-41;obama gun control;"[[\http://dbpedia.org/resource/Barack_Obama\""] [\""http://dbpedia.org/resource/Gun_control\""]]""";IS
2262;trec-2013-41;gun control laws obama;"[[\http://dbpedia.org/resource/Gun_control\""] [\""http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/Barack_Obama\""]]""";SC
2263;trec-2013-42;most violent gun violence events;"[[\http://dbpedia.org/resource/Violence\""] [\""http://dbpedia.org/resource/Gun_violence\""]]""";IS
2264;trec-2013-42;gun violence us campuses;"[[\http://dbpedia.org/resource/Gun_violence\""] [\""http://dbpedia.org/resource/Gun_politics_in_the_United_States\""] [\""http://dbpedia.org/resource/Campus\""]]""";WS
2265;trec-2013-42;most deadly type of gun in gun violence;"[[\http://dbpedia.org/resource/Lethality\""] [\""http://dbpedia.org/resource/Gun\""] [\""http://dbpedia.org/resource/Gun_violence\""]]""";WS
2266;trec-2013-43;gun violence in USA;"[[\http://dbpedia.org/resource/Gun_violence_in_the_United_States\""]]""";IS
2267;trec-2013-43;gun violence on US college campus;"[[\http://dbpedia.org/resource/Gun_violence\""] [\""http://dbpedia.org/resource/Campus\""]]""";WS
2268;trec-2013-43;gun violence on US campus;"[[\http://dbpedia.org/resource/Gun_violence\""] [\""http://dbpedia.org/resource/Campus\""]]""";GE
2269;trec-2013-43;types of gun used in violent events;"[[\http://dbpedia.org/resource/Gun\""] [\""http://dbpedia.org/resource/Violence\""]]""";WS
2270;trec-2013-44;healty recipes;"[[\http://dbpedia.org/resource/Health\""] [\""http://dbpedia.org/resource/Recipe\""]]""";IS
2271;trec-2013-44;healthy meals;"[[\http://dbpedia.org/resource/Health\""] [\""http://dbpedia.org/resource/Meal\""]]""";WS
2272;trec-2013-44;healthy nutrition for infants;"[[\http://dbpedia.org/resource/Nutrition\""] [\""http://dbpedia.org/resource/Infant\""]]""";WS
2273;trec-2013-45;red bull drink health concerns;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Health\""] [\""http://dbpedia.org/resource/Worry\""]]""";IS
2274;trec-2013-45;red bull drink side effects ban;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Side_effect\""] [\""http://dbpedia.org/resource/Ban_(law)\""]]""";WS
2275;trec-2013-45;red bull ban;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Ban_(law)\""]]""";WS
2276;trec-2013-46;Red Bull AND health;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Health\""]]""";IS
2277;trec-2013-46;Red Bull;"[[\http://dbpedia.org/resource/Red_Bull\""]]""";GE
2278;trec-2013-46;red bull;"[[\http://dbpedia.org/resource/Red_Bull\""]]""";RP
2279;trec-2013-46;red bull effects;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Efficacy\""]]""";SC
2280;trec-2013-46;red bull drink;"[[\http://dbpedia.org/resource/Red_Bull\""]]""";WS
2281;trec-2013-46;red bull ingridients;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/Ingredient\""]]""";WS
2282;trec-2013-46;red bull ingredients;"[[\http://dbpedia.org/resource/Red_Bull\""]]""";RP
2283;trec-2013-46;red bull in US;"[[\http://dbpedia.org/resource/Red_Bull\""] [\""http://dbpedia.org/resource/United_States\""]]""";WS
2284;trec-2013-47;banned drinks;"[[\http://dbpedia.org/resource/Ban_(law)\""] [\""http://dbpedia.org/resource/Drink\""]]""";IS
2285;trec-2013-47;banned food;"[[\http://dbpedia.org/resource/Ban_(law)\""] [\""http://dbpedia.org/resource/Food\""]]""";WS
2286;trec-2013-47;illegal beverages;"[[\http://dbpedia.org/resource/Ban_(law)\""] [\""http://dbpedia.org/resource/Drink\""]]""";RE
2287;trec-2013-48;patent filing;"[[\http://dbpedia.org/resource/Patent\""] [\""http://dbpedia.org/resource/Filing_(legal)\""]]""";IS
2288;trec-2013-48;patent office;"[[\http://dbpedia.org/resource/Patent_office\""]]""";WS
2289;trec-2013-48;patent law;"[[\http://dbpedia.org/resource/Patent\""] [\""http://dbpedia.org/resource/Law\""]]""";WS
2290;trec-2013-48;patent law uk;"[[\http://dbpedia.org/resource/Patent\""] [\""http://dbpedia.org/resource/Law\""] [\""http://dbpedia.org/resource/United_Kingdom\""]]""";SC
2291;trec-2013-48;patent lawyer;"[[\http://dbpedia.org/resource/Patent\""] [\""http://dbpedia.org/resource/Lawyer\""]]""";WS
2292;trec-2013-48;provisional patent;"[[\http://dbpedia.org/resource/Provisional_application\""] [\""http://dbpedia.org/resource/Patent\""]]""";WS
2293;trec-2013-49;face transplant;"[[\http://dbpedia.org/resource/Face_transplant\""]]""";IS
2294;trec-2013-49;finished the task;"[[\http://dbpedia.org/resource/Task_(project_management)\""]]""";NW
2295;trec-2013-50;diet exercise for fitness;"[[\http://dbpedia.org/resource/Dieting\""] [\""http://dbpedia.org/resource/Physical_exercise\""] [\""http://dbpedia.org/resource/Physical_fitness\""]]""";IS
2296;trec-2013-50;fitness wiki;"[[\http://dbpedia.org/resource/Physical_fitness\""] [\""http://dbpedia.org/resource/Wiki\""]]""";WS
2297;trec-2013-50;wikipedia;"[[\http://dbpedia.org/resource/Wikipedia\""]]""";RE
2298;trec-2013-50;paleo diet;"[[\http://dbpedia.org/resource/Paleolithic_diet\""]]""";NW
2299;trec-2013-50;keto diet;"[[\http://dbpedia.org/resource/Ketogenic_diet\""]]""";WS
2300;trec-2013-50;keto diet wikipedia;"[[\http://dbpedia.org/resource/Ketogenic_diet\""] [\""http://dbpedia.org/resource/Wikipedia\""]]""";SC
2301;trec-2013-50;exercises for fitness;"[[\http://dbpedia.org/resource/Physical_exercise\""] [\""http://dbpedia.org/resource/Physical_fitness\""]]""";RE
2302;trec-2013-50;how to get fit safely;"[[\http://dbpedia.org/resource/How-to\""] [\""http://dbpedia.org/resource/Physical_fitness\""] [\""http://dbpedia.org/resource/Safety\""]]""";RE
2303;trec-2013-51;fitness regime;"[[\http://dbpedia.org/resource/Physical_fitness\""] [\""http://dbpedia.org/resource/Regime\""]]""";IS
2304;trec-2013-51;running a half marathon;"[[\http://dbpedia.org/resource/Running\""] [\""http://dbpedia.org/resource/Half_marathon\""]]""";RE
2305;trec-2013-52;venture capital;"[[\http://dbpedia.org/resource/Venture_capital\""]]""";IS
2306;trec-2013-52;loans for entrepreneurship;"[[\http://dbpedia.org/resource/Loan\""] [\""http://dbpedia.org/resource/Entrepreneurship\""]]""";RE
2307;trec-2013-52;loans for entrepreneurship switzerland;"[[\http://dbpedia.org/resource/Loan\""] [\""http://dbpedia.org/resource/Entrepreneurship\""] [\""http://dbpedia.org/resource/Switzerland\""]]""";SC
2308;trec-2013-52;loans for business;"[[\http://dbpedia.org/resource/Loan\""] [\""http://dbpedia.org/resource/Business\""]]""";WS
2309;trec-2013-52;loans for business us government;"[[\http://dbpedia.org/resource/Loan\""] [\""http://dbpedia.org/resource/Business\""] [\""http://dbpedia.org/resource/United_States\""] [\""http://dbpedia.org/resource/Government\""]]""";SC
2310;trec-2013-52;renting a building business sillicon valley;"[[\http://dbpedia.org/resource/Renting\""] [\""http://dbpedia.org/resource/Building\""] [\""http://dbpedia.org/resource/Business\""]]""";WS
2311;trec-2013-52;renting an office sillicon valley;"[[\http://dbpedia.org/resource/Renting\""] [\""http://dbpedia.org/resource/Office\""]]""";WS
2312;trec-2013-53;how to get a pay raise;"[[\http://dbpedia.org/resource/Interrogative_word\""] [\""http://dbpedia.org/resource/Wage\""]]""";IS
2313;trec-2013-53;tips pay raise;"[[\http://dbpedia.org/resource/Tip_(gratuity)\""] [\""http://dbpedia.org/resource/Wage\""]]""";WS
2314;trec-2013-54;preventing employee fraud in recession;"[[\http://dbpedia.org/resource/Crime_prevention\""] [\""http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Fraud\""] [\""http://dbpedia.org/resource/Recession\""]]""";IS
2315;trec-2013-54;recession employee fraud;"[[\http://dbpedia.org/resource/Recession\""] [\""http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Fraud\""]]""";GE
2316;trec-2013-54;employee fraud best practice;"[[\http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Fraud\""] [\""http://dbpedia.org/resource/Best_practice\""]]""";WS
2317;trec-2013-54;"\employee fraud\"" \""best practice\""""";"[[\http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Fraud\""]]""";RP
2318;trec-2013-55;employee evaluation;"[[\http://dbpedia.org/resource/Employment\""] [\""http://dbpedia.org/resource/Evaluation\""]]""";IS
2319;trec-2013-55;evaluate employees;"[[\http://dbpedia.org/resource/Evaluation\""] [\""http://dbpedia.org/resource/Employment\""]]""";WS
2320;trec-2013-56;events ideas students community;"[[\http://dbpedia.org/resource/Event\""] [\""http://dbpedia.org/resource/Idea\""] [\""http://dbpedia.org/resource/Student\""] [\""http://dbpedia.org/resource/Community\""]]""";IS
2321;trec-2013-56;events ideas student association;"[[\http://dbpedia.org/resource/Event\""] [\""http://dbpedia.org/resource/Idea\""] [\""http://dbpedia.org/resource/Student\""] [\""http://dbpedia.org/resource/Association\""] [\""http://dbpedia.org/resource/Students'_union\""]]""";WS
2322;trec-2013-57;developmental milestones infants;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";IS
2323;trec-2013-57;developmental milestones infants 0-12 months;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Month\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";SC
2324;trec-2013-57;developmental milestones infants east asia;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/East\""] [\""http://dbpedia.org/resource/Asia\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2325;trec-2013-57;developmental milestones east asia;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""] [\""http://dbpedia.org/resource/East\""] [\""http://dbpedia.org/resource/Asia\""]]""";GE
2326;trec-2013-57;"\developmental milestones in east asia\""""";"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""] [\""http://dbpedia.org/resource/East\""] [\""http://dbpedia.org/resource/Asia\""]]""";SC
2327;trec-2013-57;developmental milestones asian infants;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Milestone\""]]""";WS
2328;trec-2013-57;asian infants;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Infant\""]]""";GE
2329;trec-2013-57;asian infants milestones;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";SC
2330;trec-2013-57;asian infants development;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Human_development_(biology)\""]]""";WS
2331;trec-2013-57;asian babies development;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Human_development_(biology)\""]]""";WS
2332;trec-2013-57;developmental milestones asia;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Asia\""]]""";RE
2333;trec-2013-57;are developmental milestones universal;"[[\http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Universal\""]]""";WS
2334;trec-2013-57;asian developmental milestones;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2335;trec-2013-57;chinese infant developmental milestones;"[[\http://dbpedia.org/resource/Chinese_people\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Human_development_(biology)\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2336;trec-2013-57;chinese infant milestones;"[[\http://dbpedia.org/resource/Chinese_people\""] [\""http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";GE
2337;trec-2013-57;infant milestones variations;"[[\http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Variation\""]]""";WS
2338;trec-2013-57;infant milestones cultural;"[[\http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Culture\""]]""";WS
2339;trec-2013-57;infant milestones differences;"[[\http://dbpedia.org/resource/Infant\""] [\""http://dbpedia.org/resource/Child_development_stages\""] [\""http://dbpedia.org/resource/Difference\""]]""";WS
2340;trec-2013-57;asian children milestones;"[[\http://dbpedia.org/resource/Asian_people\""] [\""http://dbpedia.org/resource/Child\""] [\""http://dbpedia.org/resource/Child_development_stages\""]]""";WS
2341;trec-2013-58;policies for addressing economic problems in europe;"[[\http://dbpedia.org/resource/Policy\""] [\""http://dbpedia.org/resource/Economy\""] [\""http://dbpedia.org/resource/Problem\""] [\""http://dbpedia.org/resource/Europe\""]]""";IS
2342;trec-2013-58;"'EUROPEAN UNION\ \""ECONOMIC CRISIS\""""";"[[\http://dbpedia.org/resource/Financial_crisis\""]]""";WS
2343;trec-2013-58;"'EUROPEAN UNION\ \""ECONOMIC CRISIS\"" greece""";"[[\http://dbpedia.org/resource/Financial_crisis\""] [\""http://dbpedia.org/resource/Greece\""]]""";SC
2344;trec-2013-58;"'EUROPEAN UNION\ \""ECONOMIC CRISIS\"" portugal""";"[[\http://dbpedia.org/resource/Financial_crisis\""] [\""http://dbpedia.org/resource/Portugal\""]]""";WS
2345;trec-2013-58;"'EUROPEAN UNION\ \""ECONOMIC CRISIS\"" spain""";"[[\http://dbpedia.org/resource/Financial_crisis\""] [\""http://dbpedia.org/resource/Spain\""]]""";WS
2346;trec-2013-59;eurozone crisis responses;"[[\http://dbpedia.org/resource/European_sovereign-debt_crisis\""] [\""http://dbpedia.org/resource/Response\""]]""";IS
2347;trec-2013-59;eurozone crisis leader actions;"[[\http://dbpedia.org/resource/European_sovereign-debt_crisis\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Action\""]]""";WS
2348;trec-2013-60;eurozone portugal leader actions;"[[\http://dbpedia.org/resource/Eurozone\""] [\""http://dbpedia.org/resource/Portugal\""] [\""http://dbpedia.org/resource/Leadership\""]]""";IS
2349;trec-2013-60;eurozone spain leader actions;"[[\http://dbpedia.org/resource/Eurozone\""] [\""http://dbpedia.org/resource/Spain\""] [\""http://dbpedia.org/resource/Leadership\""]]""";WS
2350;trec-2013-60;spain spanish leader crisis action;"[[\http://dbpedia.org/resource/Spain\""] [\""http://dbpedia.org/resource/Spanish_people\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Crisis\""]]""";WS
2351;trec-2013-60;ireland spanish leader crisis action;"[[\http://dbpedia.org/resource/Ireland\""] [\""http://dbpedia.org/resource/Spanish_people\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Crisis\""]]""";WS
2352;trec-2013-60;ireland irish leader crisis action;"[[\http://dbpedia.org/resource/Ireland\""] [\""http://dbpedia.org/resource/Irish\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Crisis\""]]""";WS
2353;trec-2013-60;piigs leader crisis action;"[[\http://dbpedia.org/resource/PIGS_(economics)\""] [\""http://dbpedia.org/resource/Leadership\""] [\""http://dbpedia.org/resource/Crisis\""]]""";WS
